N,P,K,temperature,humidity,ph,rainfall,label
91.0,17.51,45.17,34.38,55.88,6.29,66.11,watermelon
107.39,22.54,57.34,22.65,63.08,6.34,50.23,watermelon
95.0,12.92,53.39,23.95,68.6,5.76,54.58,watermelon
111.37,26.46,48.96,28.99,68.79,5.8,73.75,watermelon
95.28,14.7,49.76,29.49,63.91,5.98,47.8,watermelon
97.06,23.05,44.09,30.39,66.18,6.39,73.07,watermelon
104.83,18.1,52.54,22.22,79.14,5.82,62.51,watermelon
117.45,21.92,47.17,34.48,64.43,5.67,70.49,watermelon
96.35,12.15,59.91,22.58,61.46,6.96,68.54,watermelon
94.33,10.34,49.6,23.86,61.09,5.53,48.3,watermelon
112.77,28.19,49.72,22.18,66.44,6.7,62.75,watermelon
105.02,15.39,51.32,29.37,73.99,6.68,74.71,watermelon
117.35,26.39,58.34,34.12,60.15,5.95,57.28,watermelon
94.4,29.99,56.02,30.66,72.73,5.7,78.66,watermelon
109.38,14.23,49.02,32.69,55.53,5.72,58.09,watermelon
96.99,15.3,54.37,22.17,65.47,6.55,45.71,watermelon
94.7,23.26,51.72,29.05,74.4,6.46,55.58,watermelon
110.5,29.31,49.85,27.97,63.47,6.67,78.07,watermelon
107.81,28.32,43.85,28.49,69.09,6.91,52.79,watermelon
112.64,20.06,49.28,22.94,60.12,6.54,74.72,watermelon
99.28,25.9,44.92,30.9,73.55,5.73,75.25,watermelon
103.44,12.71,58.3,28.54,56.31,5.87,54.01,watermelon
102.16,29.55,46.71,31.95,76.31,6.76,43.33,watermelon
119.52,29.29,59.05,28.31,59.95,5.81,68.98,watermelon
98.77,13.27,50.66,23.94,76.86,5.61,52.46,watermelon
113.49,23.68,44.02,31.94,93.57,5.09,29.19,muskmelon
103.28,27.65,41.6,32.75,96.18,5.17,27.98,muskmelon
104.56,14.07,49.49,29.76,90.68,5.33,21.51,muskmelon
113.34,27.47,40.2,35.49,89.54,5.7,45.73,muskmelon
101.47,11.2,41.7,31.8,91.89,5.65,30.5,muskmelon
103.29,27.77,56.15,26.52,97.27,6.2,22.09,muskmelon
101.29,16.58,55.43,26.68,98.95,6.11,29.24,muskmelon
101.02,16.29,58.3,31.98,93.18,5.64,52.08,muskmelon
105.78,20.24,57.09,37.18,94.92,5.5,54.06,muskmelon
114.26,28.81,53.66,29.01,98.55,5.47,39.32,muskmelon
100.85,10.96,41.05,36.3,86.48,6.16,36.64,muskmelon
105.73,17.04,55.66,34.93,88.48,5.08,59.11,muskmelon
110.12,27.13,56.91,28.22,95.63,5.02,28.02,muskmelon
98.08,17.92,55.98,25.47,97.36,6.19,28.61,muskmelon
98.33,13.98,50.17,26.32,97.86,5.72,31.67,muskmelon
118.0,18.5,44.66,34.47,91.23,5.2,26.91,muskmelon
111.71,17.71,56.91,27.6,86.34,5.35,35.17,muskmelon
107.32,28.31,54.54,29.83,91.57,6.4,56.43,muskmelon
109.43,25.24,59.62,31.52,88.46,6.29,44.61,muskmelon
90.88,20.1,43.11,34.43,89.37,6.06,36.48,muskmelon
108.54,29.77,44.51,26.47,96.58,5.72,57.38,muskmelon
105.29,19.31,44.24,30.28,86.13,5.78,21.94,muskmelon
106.37,11.16,55.85,31.31,97.41,6.46,28.41,muskmelon
100.78,15.25,43.74,32.03,91.42,6.45,42.64,muskmelon
92.44,18.72,41.33,35.64,93.94,5.32,44.62,muskmelon
95.8,13.14,59.97,27.23,86.34,6.22,21.58,muskmelon
118.52,28.95,40.5,35.5,90.06,5.3,36.12,muskmelon
102.26,25.34,56.7,34.01,86.35,5.32,45.97,muskmelon
104.0,15.37,47.31,32.23,99.42,6.01,47.92,muskmelon
91.58,21.82,56.83,34.09,97.11,5.61,45.53,muskmelon
91.13,24.43,51.09,30.36,91.89,6.4,32.82,muskmelon
111.52,28.83,58.03,26.8,88.35,5.13,23.74,muskmelon
106.14,27.63,58.52,33.65,99.0,5.77,37.08,muskmelon
105.26,20.3,40.18,31.82,90.17,6.38,25.15,muskmelon
97.29,25.49,41.51,33.31,87.41,6.36,57.9,muskmelon
112.34,21.24,45.01,29.39,93.45,5.23,39.01,muskmelon
95.05,21.05,53.39,36.79,99.16,5.55,32.69,muskmelon
95.7,12.29,57.77,32.64,85.06,5.93,50.65,muskmelon
103.82,12.52,49.2,26.11,88.57,5.24,39.92,muskmelon
98.59,20.59,52.14,30.85,99.08,6.45,32.4,muskmelon
97.42,15.38,43.77,34.83,87.57,6.37,52.48,muskmelon
109.36,10.42,56.1,35.32,86.7,5.25,54.69,muskmelon
109.53,24.46,59.35,31.43,93.55,5.18,46.92,muskmelon
114.74,10.65,45.37,36.63,97.93,5.13,21.88,muskmelon
102.53,21.91,49.9,28.48,92.16,6.36,42.65,muskmelon
92.19,20.78,41.72,30.34,99.92,5.29,50.53,muskmelon
98.21,29.38,51.18,36.68,95.19,5.62,25.46,muskmelon
119.4,19.68,50.06,36.65,86.11,5.67,29.15,muskmelon
107.89,11.27,42.89,33.91,99.89,5.9,55.3,muskmelon
111.29,21.03,48.84,36.17,91.12,5.11,20.8,muskmelon
90.22,26.82,46.68,26.15,89.31,5.34,50.11,muskmelon
105.55,29.94,50.44,36.24,93.37,6.4,38.95,muskmelon
91.13,18.61,51.71,29.17,89.56,6.36,37.87,muskmelon
107.08,16.41,40.17,27.32,86.3,6.17,20.28,muskmelon
117.62,28.13,55.22,28.11,85.02,5.03,52.78,muskmelon
119.05,13.82,54.26,30.43,91.74,5.49,34.39,muskmelon
106.22,22.31,47.33,28.27,97.55,5.94,41.63,muskmelon
103.75,18.11,41.06,29.17,93.58,5.41,47.09,muskmelon
118.35,10.82,55.1,26.75,99.99,6.36,48.11,muskmelon
110.21,16.95,59.1,28.85,89.3,5.95,58.24,muskmelon
91.95,15.3,44.8,32.44,89.21,5.11,41.25,muskmelon
103.97,23.72,46.47,30.74,87.4,6.36,35.99,muskmelon
97.21,28.98,43.68,29.51,87.46,6.44,58.15,muskmelon
104.09,15.36,51.54,34.7,89.28,5.12,45.68,muskmelon
103.66,26.23,43.1,36.62,96.89,5.8,31.93,muskmelon
107.46,11.11,47.12,34.84,98.59,5.46,25.06,muskmelon
100.7,20.76,53.94,29.32,99.63,5.59,53.7,muskmelon
94.93,11.41,51.2,34.68,88.48,5.27,34.49,muskmelon
105.11,28.68,47.73,26.98,98.22,5.87,46.42,muskmelon
114.91,25.33,48.4,26.69,89.92,6.44,38.83,muskmelon
109.92,23.16,51.24,29.49,86.69,5.75,27.96,muskmelon
100.15,26.48,40.12,35.5,98.05,5.12,44.07,muskmelon
118.07,22.95,41.57,28.2,94.54,5.93,22.43,muskmelon
117.37,29.38,57.63,25.82,87.47,5.51,36.53,muskmelon
96.28,24.28,41.56,26.71,91.45,6.28,41.86,muskmelon
91.18,28.49,54.14,36.16,89.31,5.65,37.44,muskmelon
112.24,20.34,58.4,33.24,96.05,5.29,49.95,muskmelon
114.83,12.34,45.41,28.29,91.8,5.29,53.12,muskmelon
119.04,20.56,47.41,32.22,99.84,6.15,50.85,muskmelon
116.7,12.54,51.38,31.86,85.82,5.4,21.55,muskmelon
108.02,21.85,57.63,33.52,90.33,6.15,27.77,muskmelon
105.9,19.65,58.84,28.03,92.23,5.31,41.46,muskmelon
90.84,22.45,54.79,36.24,92.55,5.48,57.39,muskmelon
97.4,10.2,41.73,29.02,89.74,5.7,53.4,muskmelon
103.79,13.9,53.38,34.02,95.94,6.41,53.7,muskmelon
108.86,19.83,48.21,25.21,98.12,6.4,32.13,muskmelon
106.72,29.01,49.41,29.84,99.08,5.31,37.18,muskmelon
112.28,17.67,40.98,29.57,97.08,5.54,38.83,muskmelon
98.39,18.49,43.82,32.07,97.76,5.22,26.29,muskmelon
106.95,24.29,55.81,25.95,93.26,5.76,21.24,muskmelon
92.64,22.08,49.08,35.27,97.39,5.69,57.88,muskmelon
102.41,15.98,46.03,27.83,89.55,6.35,29.63,muskmelon
112.5,18.22,47.68,33.8,90.98,6.4,29.6,muskmelon
110.8,14.35,57.09,35.44,89.75,5.58,23.34,muskmelon
119.72,29.32,54.98,32.3,92.01,5.74,57.14,muskmelon
98.34,12.61,45.45,34.63,89.28,6.34,43.19,muskmelon
104.95,17.44,42.35,33.6,99.42,6.21,46.68,muskmelon
99.89,10.52,45.04,29.62,89.69,5.01,56.46,muskmelon
103.22,14.44,58.42,35.52,86.47,5.48,33.82,muskmelon
115.71,25.61,51.63,28.83,92.9,5.63,44.86,muskmelon
0.78,120.23,200.54,18.77,89.52,6.04,116.7,apple
3.74,125.03,197.03,20.58,94.52,6.33,104.42,apple
16.62,143.98,202.78,19.65,93.58,5.63,114.51,apple
15.34,135.34,196.69,23.33,92.24,5.63,122.6,apple
7.01,126.54,209.01,18.24,91.91,6.06,108.0,apple
7.54,121.67,197.75,23.48,90.73,6.45,116.76,apple
10.67,120.7,198.79,23.0,94.36,5.91,104.7,apple
0.0,126.12,201.1,19.79,96.77,5.83,115.62,apple
4.82,142.04,200.75,22.74,90.41,6.11,108.41,apple
4.16,130.4,206.92,18.19,93.78,6.43,105.28,apple
5.01,138.01,201.84,23.8,92.39,6.34,107.83,apple
16.12,142.96,197.56,21.16,92.57,6.5,104.47,apple
5.59,130.2,199.01,19.82,91.03,5.52,122.55,apple
3.83,124.78,202.64,20.18,95.6,5.61,109.93,apple
10.09,132.93,197.21,18.4,92.88,6.11,106.13,apple
17.31,142.7,204.17,23.94,93.35,6.32,111.21,apple
4.83,140.11,203.49,18.24,91.44,5.79,108.01,apple
1.57,121.65,205.72,21.93,90.45,5.74,118.61,apple
7.13,137.31,209.07,20.66,89.69,6.29,124.28,apple
14.95,134.3,208.68,23.69,94.71,5.56,110.95,apple
11.01,142.69,209.19,19.48,90.57,5.87,121.53,apple
16.34,123.06,198.67,21.19,94.52,6.01,114.15,apple
19.19,133.35,196.97,20.89,92.12,6.06,103.93,apple
15.85,141.99,199.53,22.22,92.33,6.23,117.27,apple
12.08,130.25,208.43,18.41,92.75,5.85,112.84,apple
9.87,132.05,209.58,19.16,91.94,6.11,116.27,apple
0.8,121.76,207.89,19.29,89.8,6.09,122.24,apple
19.69,126.95,196.65,22.43,91.48,6.05,111.01,apple
7.67,128.11,209.21,19.13,94.31,6.14,122.53,apple
3.04,143.63,201.35,21.44,94.33,5.76,118.77,apple
13.33,127.07,195.14,19.29,91.29,5.58,112.22,apple
5.69,131.52,201.64,23.17,92.68,5.62,115.08,apple
11.72,136.78,195.69,23.65,90.55,5.72,108.14,apple
11.74,124.05,203.16,21.11,90.68,6.0,124.59,apple
8.91,132.16,200.08,20.11,89.18,6.34,116.68,apple
16.72,138.46,202.1,19.4,96.17,6.2,101.1,apple
5.3,141.67,204.2,18.3,90.69,6.29,108.17,apple
8.97,135.66,208.03,19.61,90.82,5.85,115.58,apple
10.75,136.73,204.93,21.93,91.24,5.9,101.41,apple
13.27,123.16,201.51,21.2,90.02,5.89,100.6,apple
15.68,143.64,207.29,23.66,94.11,5.69,111.25,apple
7.9,123.31,208.58,20.38,89.6,5.56,108.32,apple
12.92,139.37,196.8,22.16,90.07,6.09,110.96,apple
3.01,126.62,202.98,20.94,94.16,6.49,106.57,apple
18.65,143.34,199.27,21.08,91.72,5.67,104.12,apple
7.66,138.0,195.71,19.61,94.66,5.55,117.23,apple
14.59,138.85,205.03,20.73,93.46,6.28,112.86,apple
0.41,125.48,207.94,20.82,91.05,5.75,105.0,apple
4.1,131.08,197.44,22.24,94.21,6.33,107.99,apple
9.74,135.45,207.19,23.64,89.93,6.2,114.8,apple
17.57,139.25,207.8,19.98,93.29,6.45,101.81,apple
10.55,122.6,208.72,18.25,92.5,5.91,103.69,apple
18.6,144.06,198.98,20.98,91.14,6.16,101.83,apple
9.68,142.26,208.56,21.27,93.83,5.96,120.31,apple
9.81,126.76,199.81,19.01,95.97,6.13,118.81,apple
2.39,140.57,203.29,22.56,96.99,5.95,118.83,apple
16.05,132.96,195.76,23.91,93.86,5.69,117.91,apple
4.94,131.55,195.66,23.67,92.24,6.01,116.73,apple
17.99,127.86,205.81,19.18,90.8,6.03,111.92,apple
18.22,134.52,201.67,23.25,91.06,6.31,116.06,apple
18.87,138.25,198.84,22.23,92.84,6.24,100.96,apple
10.4,130.27,197.86,20.72,91.94,6.16,115.54,apple
13.54,135.73,205.05,21.24,96.31,5.61,119.45,apple
15.57,137.48,195.01,23.1,91.95,6.22,112.51,apple
2.62,137.78,207.09,20.88,91.99,6.0,108.94,apple
12.02,121.3,196.19,20.24,92.07,6.39,106.94,apple
0.69,141.49,197.87,20.96,95.69,6.42,116.07,apple
9.95,131.46,200.79,21.47,94.21,5.56,117.32,apple
3.1,126.56,202.27,19.13,93.91,6.32,121.77,apple
3.66,126.04,200.32,23.41,91.67,5.54,108.56,apple
7.3,132.08,199.81,22.05,95.54,5.87,119.24,apple
8.65,142.17,209.46,21.8,89.31,6.04,114.03,apple
12.46,129.46,204.62,18.6,95.97,5.65,122.07,apple
1.49,138.74,195.35,21.63,93.1,6.25,113.2,apple
10.07,122.42,201.45,18.73,92.19,5.51,112.94,apple
3.65,131.9,208.13,18.47,92.98,5.67,114.45,apple
11.48,144.79,199.52,21.16,94.34,6.08,118.73,apple
12.75,139.26,196.42,20.42,89.1,6.21,124.12,apple
11.13,125.26,206.38,21.53,95.97,6.42,101.84,apple
14.77,132.54,204.09,18.54,92.57,6.21,101.34,apple
6.71,125.84,203.55,20.59,91.74,6.17,123.44,apple
15.3,130.24,195.8,19.05,90.11,5.89,113.25,apple
8.66,139.5,197.11,23.92,92.52,5.5,115.37,apple
9.68,139.28,204.34,21.37,92.97,5.62,112.06,apple
12.96,125.7,198.12,22.12,92.23,6.03,102.34,apple
0.37,143.06,202.56,19.95,94.43,6.18,119.2,apple
13.08,134.81,203.17,18.57,92.37,5.92,118.68,apple
12.37,129.5,199.25,23.86,96.69,6.23,107.79,apple
6.2,132.55,209.23,19.72,93.79,6.02,107.66,apple
1.72,135.13,207.64,20.54,95.46,5.57,120.95,apple
1.82,134.0,205.84,21.9,89.87,5.69,101.81,apple
18.46,132.16,196.17,18.15,92.18,6.34,122.03,apple
13.79,132.62,196.59,22.86,91.69,6.22,106.42,apple
2.54,124.41,202.39,21.22,93.56,6.39,114.82,apple
7.13,140.32,197.41,19.67,95.89,5.62,123.4,apple
11.85,133.54,209.67,18.37,89.63,6.49,116.95,apple
16.71,123.28,197.38,18.97,89.58,5.71,110.36,apple
0.87,139.15,202.31,23.37,95.8,5.51,117.24,apple
4.73,143.31,200.46,22.12,90.7,6.5,108.6,apple
17.79,143.68,204.59,19.5,94.35,5.78,106.93,apple
19.93,5.57,13.66,18.64,95.35,6.29,119.71,orange
15.02,6.85,8.32,18.25,96.89,6.61,106.48,orange
12.89,19.8,9.04,11.15,91.5,7.41,117.72,orange
7.11,9.73,17.05,21.07,88.43,6.57,105.37,orange
0.98,6.73,5.66,16.82,95.21,7.0,101.01,orange
0.62,6.6,19.88,14.36,93.44,6.38,105.03,orange
11.08,15.79,6.96,19.08,89.79,6.19,104.47,orange
15.24,17.82,16.94,13.09,92.45,6.09,108.44,orange
10.75,8.85,10.92,18.32,94.68,6.46,110.46,orange
16.82,5.31,12.38,10.48,94.93,6.24,112.71,orange
0.67,8.35,18.21,20.07,92.5,6.26,111.92,orange
7.34,5.85,11.19,15.38,90.75,7.14,106.77,orange
4.74,6.55,13.06,17.64,96.76,6.02,100.73,orange
8.95,11.47,5.74,12.65,93.97,6.84,115.13,orange
1.45,8.45,5.04,18.12,91.67,6.57,109.89,orange
19.08,12.74,8.67,19.27,90.52,6.76,107.47,orange
4.47,8.8,15.21,15.68,94.58,6.84,121.67,orange
18.45,19.11,6.82,17.41,90.18,6.47,118.67,orange
8.52,18.59,6.71,15.48,89.55,6.44,121.44,orange
19.71,13.5,11.16,20.73,92.77,7.1,112.37,orange
11.08,10.32,14.72,15.97,90.61,7.31,103.27,orange
18.62,10.72,15.68,20.1,93.66,6.29,117.41,orange
0.11,11.18,7.68,19.62,89.06,6.15,105.15,orange
14.96,15.91,6.19,14.93,93.89,7.35,111.03,orange
18.06,11.77,19.11,12.76,90.55,6.52,101.63,orange
2.79,17.85,8.91,14.87,88.0,6.83,120.63,orange
1.92,19.16,17.8,19.91,89.14,6.54,103.15,orange
8.49,10.04,17.95,12.73,96.4,6.19,122.58,orange
18.67,13.41,16.59,16.29,95.81,6.88,121.61,orange
10.85,6.43,7.53,19.67,90.1,6.79,111.61,orange
10.55,8.01,17.33,14.24,95.01,6.3,118.61,orange
2.82,11.2,16.54,17.71,93.48,6.68,115.49,orange
0.02,8.09,13.95,12.95,96.74,7.2,120.08,orange
16.2,18.15,10.06,11.31,91.36,6.89,110.8,orange
1.75,7.37,8.94,19.53,94.13,6.15,119.65,orange
12.68,11.83,6.83,11.19,88.57,6.82,111.56,orange
18.29,14.09,12.65,13.26,91.57,7.05,123.52,orange
4.17,15.38,13.78,20.26,96.67,7.19,112.16,orange
13.31,10.75,10.39,14.16,92.85,6.94,111.57,orange
1.57,18.04,12.13,21.68,90.59,6.23,119.63,orange
12.08,13.52,10.45,21.76,89.08,7.07,120.54,orange
3.28,11.59,14.62,13.22,94.33,7.02,113.86,orange
14.72,6.01,18.52,10.49,93.8,6.04,104.49,orange
6.02,11.97,7.46,18.46,91.37,6.62,111.69,orange
9.27,17.31,10.72,15.41,96.56,6.5,124.2,orange
11.99,14.22,7.11,11.21,88.2,7.0,118.82,orange
3.43,17.48,14.37,18.49,90.73,6.32,120.28,orange
14.83,12.41,15.93,10.37,96.29,6.89,100.82,orange
6.05,6.78,18.98,20.44,90.89,7.37,111.7,orange
13.25,5.2,9.18,11.66,90.27,7.2,116.17,orange
3.17,9.55,19.25,11.53,92.81,7.38,120.75,orange
13.76,15.47,5.95,12.11,95.41,7.47,101.23,orange
2.56,16.85,14.05,21.52,88.93,6.02,121.31,orange
8.51,9.44,5.86,18.32,96.49,6.93,113.71,orange
4.94,12.43,18.41,19.62,95.16,6.62,104.93,orange
14.97,11.32,12.95,14.77,89.63,7.29,107.93,orange
5.24,11.16,15.04,14.04,94.41,6.38,107.05,orange
17.63,8.47,17.47,12.81,91.46,7.47,113.27,orange
17.84,7.05,7.25,15.77,91.62,6.92,101.29,orange
3.93,7.95,5.58,16.62,95.05,7.19,103.96,orange
12.28,5.83,18.18,17.58,96.67,6.13,120.32,orange
1.75,7.97,9.72,13.09,89.14,6.28,103.32,orange
7.83,5.14,6.93,21.38,91.79,7.14,105.83,orange
14.27,14.41,12.03,12.04,92.33,6.03,111.33,orange
13.19,9.75,13.97,21.59,91.39,7.23,112.93,orange
12.49,19.6,5.46,10.18,91.27,6.02,119.09,orange
5.65,7.91,9.12,15.77,88.47,6.99,111.18,orange
7.56,10.19,5.49,14.0,94.17,6.55,119.75,orange
2.06,10.37,11.31,15.39,91.93,6.92,115.46,orange
14.38,5.13,18.43,16.85,89.75,7.04,102.83,orange
10.08,17.59,19.74,15.23,95.34,6.51,103.91,orange
14.18,5.48,14.56,14.98,95.22,6.16,110.93,orange
4.98,19.1,7.42,18.79,92.38,6.1,109.92,orange
6.49,18.38,18.59,18.23,90.69,6.88,118.59,orange
6.68,13.03,12.74,20.0,93.74,6.78,114.52,orange
0.51,13.15,7.31,13.0,90.59,7.11,109.7,orange
6.82,14.81,18.83,17.31,90.12,6.76,104.27,orange
16.07,10.81,16.36,17.02,94.57,6.63,105.67,orange
17.95,14.71,15.98,14.44,88.36,6.6,114.39,orange
10.36,5.67,15.64,15.83,88.85,6.04,110.59,orange
9.11,5.81,8.01,13.77,88.06,6.5,112.87,orange
0.62,11.86,8.17,11.7,89.38,7.46,104.27,orange
17.58,13.24,15.32,12.57,88.62,7.31,116.57,orange
0.26,18.32,8.3,11.27,96.96,6.49,121.31,orange
18.9,6.57,11.58,18.2,90.6,6.88,106.45,orange
9.78,17.34,16.73,17.93,89.34,7.27,112.29,orange
6.84,8.15,16.76,21.41,90.17,6.66,124.39,orange
18.48,10.91,11.8,18.76,96.43,6.03,108.33,orange
0.49,9.75,16.88,10.62,92.68,6.11,114.88,orange
11.63,11.0,17.58,20.61,91.28,6.77,102.25,orange
10.98,7.26,14.82,20.35,95.86,7.45,115.15,orange
4.39,12.55,8.43,15.32,91.55,7.04,102.24,orange
8.58,17.02,9.11,17.03,91.02,6.11,123.98,orange
13.05,11.62,9.72,21.71,89.87,6.28,117.89,orange
14.54,12.36,6.75,16.39,91.4,7.16,119.7,orange
0.01,17.73,9.1,20.86,90.85,7.26,117.6,orange
18.74,15.59,8.14,11.0,94.1,6.93,114.74,orange
3.29,12.36,11.83,12.29,90.61,6.97,111.25,orange
4.67,8.87,18.63,15.29,93.19,6.04,121.46,orange
5.27,18.27,6.57,17.02,88.59,7.24,123.92,orange
52.49,48.49,48.37,34.28,96.45,6.37,193.09,papaya
58.97,46.19,54.28,33.28,88.87,6.91,162.03,papaya
53.75,45.61,57.22,28.23,92.21,6.78,177.99,papaya
53.08,59.44,43.09,27.37,99.88,6.76,154.88,papaya
51.82,43.07,49.03,27.63,95.3,6.61,170.4,papaya
48.14,54.67,48.16,30.04,97.62,6.63,147.25,papaya
45.06,40.01,53.75,32.44,91.22,6.64,144.09,papaya
48.62,51.92,45.0,30.03,96.52,6.63,166.26,papaya
52.65,58.32,52.81,25.68,85.61,6.55,159.85,papaya
50.7,45.76,57.55,32.24,86.84,6.99,166.36,papaya
51.73,43.71,48.36,33.06,88.05,6.73,142.93,papaya
59.71,53.03,58.22,27.89,91.03,6.78,149.36,papaya
50.25,54.25,59.86,31.64,97.69,6.87,126.71,papaya
51.78,53.76,42.12,29.27,90.19,6.22,124.18,papaya
47.0,46.39,44.66,33.89,94.82,6.08,140.28,papaya
45.72,45.04,59.01,33.45,95.64,6.48,125.94,papaya
56.63,59.12,59.17,30.25,93.79,6.51,128.3,papaya
53.56,58.47,41.95,31.92,90.36,6.83,185.03,papaya
56.41,49.15,40.3,33.83,93.66,6.44,123.11,papaya
47.25,56.92,43.22,29.96,90.13,6.57,172.72,papaya
53.58,49.05,59.92,28.13,86.26,6.53,141.8,papaya
48.8,48.49,43.6,32.54,99.89,6.04,189.72,papaya
48.42,43.14,50.05,27.2,86.91,6.62,158.8,papaya
45.17,48.53,56.97,28.89,86.09,6.83,144.45,papaya
46.96,50.75,40.41,33.66,98.18,6.16,161.41,papaya
49.64,40.45,52.09,32.24,89.53,6.59,150.56,papaya
46.75,48.88,45.54,29.04,94.75,6.59,165.14,papaya
59.79,55.63,57.25,27.15,89.94,6.16,129.16,papaya
49.63,53.6,45.67,28.56,90.87,6.12,199.76,papaya
46.95,52.7,53.74,27.84,88.93,6.98,154.04,papaya
47.99,58.19,53.48,26.76,90.15,6.39,147.86,papaya
53.82,40.36,44.43,32.43,91.16,6.23,176.82,papaya
45.96,51.14,40.7,27.52,95.81,6.17,149.11,papaya
57.94,55.75,48.18,29.54,92.67,6.67,186.66,papaya
59.42,50.83,45.78,28.86,99.15,6.61,156.34,papaya
48.7,46.48,56.18,34.82,85.63,6.64,177.56,papaya
51.75,42.73,56.01,28.91,92.55,6.09,128.6,papaya
45.33,57.75,49.14,25.8,93.76,6.89,187.69,papaya
54.61,49.42,52.13,25.9,98.8,6.39,178.86,papaya
51.21,57.56,52.09,30.91,85.74,6.31,136.94,papaya
49.05,51.72,56.54,30.99,93.6,6.46,131.62,papaya
48.1,53.48,48.5,29.19,97.8,6.39,145.3,papaya
54.81,56.09,45.51,29.32,88.63,6.86,198.09,papaya
51.24,53.18,45.3,25.54,98.14,6.93,140.55,papaya
47.69,47.96,50.72,30.17,85.29,6.3,156.49,papaya
55.34,50.27,48.98,30.05,95.99,6.86,122.4,papaya
53.48,56.06,48.8,26.5,99.0,6.78,151.78,papaya
57.88,47.47,41.82,26.04,94.86,6.93,165.71,papaya
46.76,47.76,54.37,26.24,91.59,6.25,196.25,papaya
56.78,41.91,44.27,26.01,85.67,6.58,161.34,papaya
55.1,58.29,43.94,31.1,98.8,6.27,185.53,papaya
46.73,41.82,48.26,26.96,92.05,6.82,163.77,papaya
55.42,52.96,44.56,27.51,85.43,6.01,123.26,papaya
51.62,48.26,51.68,26.74,95.35,6.56,145.2,papaya
59.17,48.11,47.43,34.58,92.23,6.34,166.04,papaya
47.12,53.59,48.98,33.55,86.87,6.32,196.05,papaya
54.64,41.34,50.74,27.3,88.21,6.64,188.73,papaya
50.73,51.87,44.07,28.28,85.97,6.85,138.27,papaya
59.35,55.44,43.12,27.1,93.61,6.61,137.61,papaya
49.95,56.56,57.61,29.92,94.33,6.85,136.09,papaya
59.43,43.41,48.67,25.2,92.59,6.26,193.8,papaya
58.52,57.95,48.24,31.71,97.26,6.52,188.21,papaya
49.06,53.12,40.71,30.23,97.92,6.45,181.99,papaya
57.05,57.64,49.96,33.99,94.23,6.01,151.42,papaya
59.93,49.71,51.08,26.64,85.19,6.56,160.35,papaya
48.79,50.84,51.18,33.04,95.43,6.66,157.15,papaya
51.55,58.38,54.14,32.92,91.27,6.59,140.27,papaya
52.8,58.0,43.55,26.27,93.48,6.74,160.4,papaya
49.42,48.96,45.04,28.99,94.74,6.57,122.44,papaya
45.23,45.49,56.21,26.7,90.25,6.07,130.54,papaya
48.3,47.86,58.94,27.55,98.76,6.12,190.93,papaya
49.23,47.76,42.72,27.63,87.01,6.6,180.13,papaya
51.65,45.74,49.95,30.56,95.07,6.27,153.83,papaya
47.57,45.37,44.28,29.11,85.07,6.08,161.37,papaya
58.1,57.22,41.2,34.48,98.87,6.43,149.6,papaya
55.57,41.4,46.51,26.26,86.69,6.55,179.26,papaya
46.28,53.55,42.87,34.74,86.42,6.33,182.73,papaya
54.75,43.46,54.2,27.31,90.0,6.72,181.06,papaya
54.8,46.89,50.67,32.73,90.6,6.64,177.81,papaya
59.34,41.23,42.88,28.39,88.21,6.33,136.36,papaya
45.05,45.4,40.18,26.43,93.78,6.75,147.04,papaya
48.72,55.37,56.16,33.58,91.64,6.65,157.59,papaya
58.92,57.7,43.52,28.09,85.51,6.64,146.46,papaya
58.98,44.43,52.12,31.59,89.79,6.55,180.4,papaya
55.81,49.27,46.74,30.66,97.16,6.01,146.35,papaya
56.49,49.41,51.71,29.72,95.35,6.7,131.06,papaya
46.37,57.47,46.31,29.96,95.87,6.38,151.92,papaya
52.71,55.26,41.74,32.32,95.47,6.94,198.39,papaya
48.47,50.26,44.46,25.88,89.66,6.82,138.07,papaya
47.72,53.41,43.76,31.68,86.49,6.59,168.97,papaya
57.15,56.95,48.56,33.96,89.09,6.25,154.64,papaya
47.03,40.19,53.17,25.58,97.48,6.2,125.68,papaya
52.03,48.06,45.28,26.41,99.71,6.34,159.03,papaya
59.08,58.14,40.24,32.17,92.41,6.48,176.17,papaya
47.79,54.81,50.38,29.37,85.15,6.3,161.06,papaya
59.67,50.86,52.12,29.04,87.1,6.51,189.77,papaya
59.91,50.59,59.26,26.37,89.83,6.17,143.11,papaya
53.33,46.96,51.79,30.07,93.68,6.98,126.9,papaya
47.55,50.41,49.42,26.27,86.13,6.11,194.93,papaya
49.74,53.11,51.47,29.77,99.15,6.93,150.26,papaya
23.65,19.18,30.3,28.87,92.75,5.03,228.07,coconut
26.88,11.64,34.9,24.94,96.04,6.16,171.5,coconut
19.86,13.99,41.93,27.6,93.35,5.26,221.56,coconut
25.74,12.15,35.1,25.01,98.94,5.07,230.01,coconut
17.03,18.99,39.96,23.67,90.67,5.98,184.61,coconut
19.37,6.14,27.78,26.07,91.96,6.16,167.26,coconut
17.17,12.52,30.05,24.32,86.33,6.22,150.26,coconut
27.17,15.3,39.64,27.35,94.13,5.74,195.09,coconut
18.34,16.88,28.29,23.99,89.32,5.31,185.24,coconut
25.76,13.75,32.03,27.08,87.4,6.11,205.49,coconut
